Asset_Prices,C|S|4900|60|1,P|L|4900|60|1,C|L|5000|60|2,P|S|5000|60|2,P|L|5300|60|1,C|L|5300|60|1
4919.92,-19.92,0.00,0.00,-160.16,380.08,0.00
4597.78,-0.00,302.22,0.00,-804.44,702.22,0.00
4590.99,-0.00,309.01,0.00,-818.02,709.01,0.00
5963.58,-1063.58,0.00,1927.15,-0.00,0.00,663.58
5201.20,-301.20,0.00,402.40,-0.00,98.80,0.00
4645.20,-0.00,254.80,0.00,-709.61,654.80,0.00
4949.05,-49.05,0.00,0.00,-101.90,350.95,0.00
4295.33,-0.00,604.67,0.00,-1409.35,1004.67,0.00
4922.69,-22.69,0.00,0.00,-154.62,377.31,0.00
4529.26,-0.00,370.74,0.00,-941.49,770.74,0.00
5209.79,-309.79,0.00,419.59,-0.00,90.21,0.00
4944.84,-44.84,0.00,0.00,-110.32,355.16,0.00
6264.01,-1364.01,0.00,2528.02,-0.00,0.00,964.01
4868.15,-0.00,31.85,0.00,-263.70,431.85,0.00
4888.54,-0.00,11.46,0.00,-222.93,411.46,0.00
5196.59,-296.59,0.00,393.17,-0.00,103.41,0.00
5225.70,-325.70,0.00,451.40,-0.00,74.30,0.00
5737.14,-837.14,0.00,1474.29,-0.00,0.00,437.14
5425.75,-525.75,0.00,851.49,-0.00,0.00,125.75
5109.98,-209.98,0.00,219.95,-0.00,190.02,0.00
4914.17,-14.17,0.00,0.00,-171.66,385.83,0.00
5157.97,-257.97,0.00,315.95,-0.00,142.03,0.00
4902.14,-2.14,0.00,0.00,-195.72,397.86,0.00
4971.88,-71.88,0.00,0.00,-56.24,328.12,0.00
4661.96,-0.00,238.04,0.00,-676.08,638.04,0.00
5401.55,-501.55,0.00,803.10,-0.00,0.00,101.55
5147.67,-247.67,0.00,295.33,-0.00,152.33,0.00
5613.44,-713.44,0.00,1226.88,-0.00,0.00,313.44
4830.83,-0.00,69.17,0.00,-338.35,469.17,0.00
5475.46,-575.46,0.00,950.91,-0.00,0.00,175.46
4918.14,-18.14,0.00,0.00,-163.71,381.86,0.00
4844.47,-0.00,55.53,0.00,-311.07,455.53,0.00
4707.66,-0.00,192.34,0.00,-584.69,592.34,0.00
5910.81,-1010.81,0.00,1821.63,-0.00,0.00,610.81
5352.96,-452.96,0.00,705.91,-0.00,0.00,52.96
4530.24,-0.00,369.76,0.00,-939.52,769.76,0.00
4878.84,-0.00,21.16,0.00,-242.32,421.16,0.00
4997.07,-97.07,0.00,0.00,-5.86,302.93,0.00
5356.72,-456.72,0.00,713.44,-0.00,0.00,56.72
5136.80,-236.80,0.00,273.60,-0.00,163.20,0.00
5005.30,-105.30,0.00,10.61,-0.00,294.70,0.00
4641.69,-0.00,258.31,0.00,-716.61,658.31,0.00
4102.46,-0.00,797.54,0.00,-1795.09,1197.54,0.00
4797.94,-0.00,102.06,0.00,-404.13,502.06,0.00
5310.15,-410.15,0.00,620.30,-0.00,0.00,10.15
4757.69,-0.00,142.31,0.00,-484.62,542.31,0.00
4374.61,-0.00,525.39,0.00,-1250.78,925.39,0.00
4841.17,-0.00,58.83,0.00,-317.67,458.83,0.00
4832.74,-0.00,67.26,0.00,-334.52,467.26,0.00
5905.37,-1005.37,0.00,1810.73,-0.00,0.00,605.37
5150.79,-250.79,0.00,301.58,-0.00,149.21,0.00
4582.56,-0.00,317.44,0.00,-834.88,717.44,0.00
5382.52,-482.52,0.00,765.05,-0.00,0.00,82.52
5531.18,-631.18,0.00,1062.37,-0.00,0.00,231.18
4703.58,-0.00,196.42,0.00,-592.84,596.42,0.00
4807.07,-0.00,92.93,0.00,-385.85,492.93,0.00
4691.34,-0.00,208.66,0.00,-617.32,608.66,0.00
5089.71,-189.71,0.00,179.43,-0.00,210.29,0.00
5058.60,-158.60,0.00,117.20,-0.00,241.40,0.00
4906.02,-6.02,0.00,0.00,-187.97,393.98,0.00
4727.33,-0.00,172.67,0.00,-545.33,572.67,0.00
4274.61,-0.00,625.39,0.00,-1450.79,1025.39,0.00
4278.77,-0.00,621.23,0.00,-1442.45,1021.23,0.00
4760.65,-0.00,139.35,0.00,-478.69,539.35,0.00
5051.96,-151.96,0.00,103.93,-0.00,248.04,0.00
4845.70,-0.00,54.30,0.00,-308.59,454.30,0.00
5445.62,-545.62,0.00,891.24,-0.00,0.00,145.62
4791.42,-0.00,108.58,0.00,-417.17,508.58,0.00
5074.05,-174.05,0.00,148.10,-0.00,225.95,0.00
5616.58,-716.58,0.00,1233.16,-0.00,0.00,316.58
4643.16,-0.00,256.84,0.00,-713.68,656.84,0.00
5213.38,-313.38,0.00,426.75,-0.00,86.62,0.00
4967.17,-67.17,0.00,0.00,-65.65,332.83,0.00
4171.69,-0.00,728.31,0.00,-1656.62,1128.31,0.00
5200.52,-300.52,0.00,401.05,-0.00,99.48,0.00
5648.82,-748.82,0.00,1297.64,-0.00,0.00,348.82
5322.09,-422.09,0.00,644.18,-0.00,0.00,22.09
4179.83,-0.00,720.17,0.00,-1640.34,1120.17,0.00
4706.24,-0.00,193.76,0.00,-587.51,593.76,0.00
5279.61,-379.61,0.00,559.23,-0.00,20.39,0.00
4974.86,-74.86,0.00,0.00,-50.28,325.14,0.00
5399.76,-499.76,0.00,799.52,-0.00,0.00,99.76
5597.22,-697.22,0.00,1194.44,-0.00,0.00,297.22
4988.67,-88.67,0.00,0.00,-22.65,311.33,0.00
5071.52,-171.52,0.00,143.04,-0.00,228.48,0.00
5109.95,-209.95,0.00,219.90,-0.00,190.05,0.00
4895.88,-0.00,4.12,0.00,-208.23,404.12,0.00
5004.60,-104.60,0.00,9.20,-0.00,295.40,0.00
5164.03,-264.03,0.00,328.07,-0.00,135.97,0.00
5128.22,-228.22,0.00,256.44,-0.00,171.78,0.00
4937.56,-37.56,0.00,0.00,-124.87,362.44,0.00
4769.78,-0.00,130.22,0.00,-460.45,530.22,0.00
4803.04,-0.00,96.96,0.00,-393.93,496.96,0.00
4572.41,-0.00,327.59,0.00,-855.17,727.59,0.00
5427.37,-527.37,0.00,854.75,-0.00,0.00,127.37
5054.45,-154.45,0.00,108.89,-0.00,245.55,0.00
4651.40,-0.00,248.60,0.00,-697.20,648.60,0.00
5401.49,-501.49,0.00,802.99,-0.00,0.00,101.49
5249.45,-349.45,0.00,498.90,-0.00,50.55,0.00
5814.98,-914.98,0.00,1629.96,-0.00,0.00,514.98
4634.71,-0.00,265.29,0.00,-730.59,665.29,0.00
5161.70,-261.70,0.00,323.41,-0.00,138.30,0.00
5036.65,-136.65,0.00,73.30,-0.00,263.35,0.00
5166.86,-266.86,0.00,333.72,-0.00,133.14,0.00
4610.33,-0.00,289.67,0.00,-779.34,689.67,0.00
4827.41,-0.00,72.59,0.00,-345.17,472.59,0.00
4685.27,-0.00,214.73,0.00,-629.45,614.73,0.00
5096.41,-196.41,0.00,192.82,-0.00,203.59,0.00
4561.58,-0.00,338.42,0.00,-876.85,738.42,0.00
5701.04,-801.04,0.00,1402.08,-0.00,0.00,401.04
5171.55,-271.55,0.00,343.10,-0.00,128.45,0.00
5623.97,-723.97,0.00,1247.93,-0.00,0.00,323.97
4753.63,-0.00,146.37,0.00,-492.74,546.37,0.00
4991.78,-91.78,0.00,0.00,-16.45,308.22,0.00
4525.87,-0.00,374.13,0.00,-948.27,774.13,0.00
5400.31,-500.31,0.00,800.62,-0.00,0.00,100.31
5396.18,-496.18,0.00,792.35,-0.00,0.00,96.18
5094.03,-194.03,0.00,188.06,-0.00,205.97,0.00
4883.50,-0.00,16.50,0.00,-233.00,416.50,0.00
6156.02,-1256.02,0.00,2312.05,-0.00,0.00,856.02
4754.24,-0.00,145.76,0.00,-491.52,545.76,0.00
4709.65,-0.00,190.35,0.00,-580.70,590.35,0.00
4824.58,-0.00,75.42,0.00,-350.84,475.42,0.00
4890.13,-0.00,9.87,0.00,-219.74,409.87,0.00
5201.91,-301.91,0.00,403.82,-0.00,98.09,0.00
4917.21,-17.21,0.00,0.00,-165.58,382.79,0.00
5112.06,-212.06,0.00,224.12,-0.00,187.94,0.00
4742.00,-0.00,158.00,0.00,-516.00,558.00,0.00
6100.35,-1200.35,0.00,2200.70,-0.00,0.00,800.35
5043.31,-143.31,0.00,86.62,-0.00,256.69,0.00
5063.22,-163.22,0.00,126.43,-0.00,236.78,0.00
4020.70,-0.00,879.30,0.00,-1958.60,1279.30,0.00
4557.29,-0.00,342.71,0.00,-885.42,742.71,0.00
4753.23,-0.00,146.77,0.00,-493.55,546.77,0.00
4943.76,-43.76,0.00,0.00,-112.49,356.24,0.00
4719.51,-0.00,180.49,0.00,-560.97,580.49,0.00
5013.25,-113.25,0.00,26.50,-0.00,286.75,0.00
5135.54,-235.54,0.00,271.08,-0.00,164.46,0.00
5087.92,-187.92,0.00,175.83,-0.00,212.08,0.00
4467.01,-0.00,432.99,0.00,-1065.98,832.99,0.00
4918.76,-18.76,0.00,0.00,-162.47,381.24,0.00
5088.81,-188.81,0.00,177.62,-0.00,211.19,0.00
5011.62,-111.62,0.00,23.25,-0.00,288.38,0.00
4646.06,-0.00,253.94,0.00,-707.87,653.94,0.00
4970.08,-70.08,0.00,0.00,-59.84,329.92,0.00
5530.42,-630.42,0.00,1060.84,-0.00,0.00,230.42
5097.33,-197.33,0.00,194.66,-0.00,202.67,0.00
5168.38,-268.38,0.00,336.75,-0.00,131.62,0.00
4931.98,-31.98,0.00,0.00,-136.04,368.02,0.00
5352.37,-452.37,0.00,704.74,-0.00,0.00,52.37
4368.83,-0.00,531.17,0.00,-1262.34,931.17,0.00
5903.66,-1003.66,0.00,1807.32,-0.00,0.00,603.66
5206.80,-306.80,0.00,413.60,-0.00,93.20,0.00
4867.64,-0.00,32.36,0.00,-264.71,432.36,0.00
4888.12,-0.00,11.88,0.00,-223.77,411.88,0.00
4738.81,-0.00,161.19,0.00,-522.38,561.19,0.00
4535.06,-0.00,364.94,0.00,-929.88,764.94,0.00
5045.85,-145.85,0.00,91.70,-0.00,254.15,0.00
4871.50,-0.00,28.50,0.00,-257.00,428.50,0.00
5041.48,-141.48,0.00,82.95,-0.00,258.52,0.00
4985.40,-85.40,0.00,0.00,-29.21,314.60,0.00
4430.32,-0.00,469.68,0.00,-1139.36,869.68,0.00
4180.13,-0.00,719.87,0.00,-1639.75,1119.87,0.00
5155.91,-255.91,0.00,311.83,-0.00,144.09,0.00
5566.54,-666.54,0.00,1133.09,-0.00,0.00,266.54
4774.20,-0.00,125.80,0.00,-451.60,525.80,0.00
4911.45,-11.45,0.00,0.00,-177.10,388.55,0.00
4794.87,-0.00,105.13,0.00,-410.26,505.13,0.00
5200.28,-300.28,0.00,400.56,-0.00,99.72,0.00
5201.91,-301.91,0.00,403.83,-0.00,98.09,0.00
5484.98,-584.98,0.00,969.97,-0.00,0.00,184.98
5026.29,-126.29,0.00,52.59,-0.00,273.71,0.00
5536.02,-636.02,0.00,1072.04,-0.00,0.00,236.02
4886.38,-0.00,13.62,0.00,-227.24,413.62,0.00
5745.77,-845.77,0.00,1491.55,-0.00,0.00,445.77
4713.82,-0.00,186.18,0.00,-572.36,586.18,0.00
5664.28,-764.28,0.00,1328.56,-0.00,0.00,364.28
5378.44,-478.44,0.00,756.88,-0.00,0.00,78.44
5380.99,-480.99,0.00,761.98,-0.00,0.00,80.99
4471.78,-0.00,428.22,0.00,-1056.44,828.22,0.00
5458.18,-558.18,0.00,916.36,-0.00,0.00,158.18
4721.96,-0.00,178.04,0.00,-556.08,578.04,0.00
5576.94,-676.94,0.00,1153.88,-0.00,0.00,276.94
5102.05,-202.05,0.00,204.11,-0.00,197.95,0.00
4836.66,-0.00,63.34,0.00,-326.68,463.34,0.00
4226.76,-0.00,673.24,0.00,-1546.47,1073.24,0.00
4760.82,-0.00,139.18,0.00,-478.36,539.18,0.00
5348.12,-448.12,0.00,696.24,-0.00,0.00,48.12
4915.62,-15.62,0.00,0.00,-168.76,384.38,0.00
4867.46,-0.00,32.54,0.00,-265.07,432.54,0.00
5612.88,-712.88,0.00,1225.77,-0.00,0.00,312.88
4596.64,-0.00,303.36,0.00,-806.72,703.36,0.00
4919.08,-19.08,0.00,0.00,-161.84,380.92,0.00
5434.50,-534.50,0.00,869.00,-0.00,0.00,134.50
5694.18,-794.18,0.00,1388.35,-0.00,0.00,394.18
4674.99,-0.00,225.01,0.00,-650.03,625.01,0.00
4468.45,-0.00,431.55,0.00,-1063.10,831.55,0.00
5028.00,-128.00,0.00,55.99,-0.00,272.00,0.00
4729.16,-0.00,170.84,0.00,-541.67,570.84,0.00
5207.09,-307.09,0.00,414.18,-0.00,92.91,0.00
5792.49,-892.49,0.00,1584.98,-0.00,0.00,492.49
4996.96,-96.96,0.00,0.00,-6.09,303.04,0.00
4846.00,-0.00,54.00,0.00,-308.01,454.00,0.00
4722.02,-0.00,177.98,0.00,-555.96,577.98,0.00
5283.82,-383.82,0.00,567.65,-0.00,16.18,0.00
5785.87,-885.87,0.00,1571.74,-0.00,0.00,485.87
4995.73,-95.73,0.00,0.00,-8.55,304.27,0.00
5324.61,-424.61,0.00,649.22,-0.00,0.00,24.61
4270.04,-0.00,629.96,0.00,-1459.92,1029.96,0.00
4695.99,-0.00,204.01,0.00,-608.03,604.01,0.00
5617.60,-717.60,0.00,1235.20,-0.00,0.00,317.60
5544.14,-644.14,0.00,1088.28,-0.00,0.00,244.14
5724.12,-824.12,0.00,1448.24,-0.00,0.00,424.12
5097.94,-197.94,0.00,195.87,-0.00,202.06,0.00
5063.49,-163.49,0.00,126.99,-0.00,236.51,0.00
5603.53,-703.53,0.00,1207.06,-0.00,0.00,303.53
4919.78,-19.78,0.00,0.00,-160.45,380.22,0.00
5321.39,-421.39,0.00,642.78,-0.00,0.00,21.39
4646.36,-0.00,253.64,0.00,-707.27,653.64,0.00
5315.20,-415.20,0.00,630.40,-0.00,0.00,15.20
4785.87,-0.00,114.13,0.00,-428.27,514.13,0.00
4654.64,-0.00,245.36,0.00,-690.73,645.36,0.00
5164.96,-264.96,0.00,329.93,-0.00,135.04,0.00
4690.10,-0.00,209.90,0.00,-619.80,609.90,0.00
4957.12,-57.12,0.00,0.00,-85.77,342.88,0.00
5049.10,-149.10,0.00,98.21,-0.00,250.90,0.00
5758.55,-858.55,0.00,1517.10,-0.00,0.00,458.55
4816.47,-0.00,83.53,0.00,-367.05,483.53,0.00
5070.83,-170.83,0.00,141.66,-0.00,229.17,0.00
5171.07,-271.07,0.00,342.14,-0.00,128.93,0.00
4504.40,-0.00,395.60,0.00,-991.20,795.60,0.00
4812.97,-0.00,87.03,0.00,-374.05,487.03,0.00
4913.95,-13.95,0.00,0.00,-172.11,386.05,0.00
4844.49,-0.00,55.51,0.00,-311.01,455.51,0.00
4794.18,-0.00,105.82,0.00,-411.64,505.82,0.00
4749.53,-0.00,150.47,0.00,-500.95,550.47,0.00
4854.90,-0.00,45.10,0.00,-290.20,445.10,0.00
4584.47,-0.00,315.53,0.00,-831.05,715.53,0.00
5930.48,-1030.48,0.00,1860.96,-0.00,0.00,630.48
5556.49,-656.49,0.00,1112.98,-0.00,0.00,256.49
4733.57,-0.00,166.43,0.00,-532.86,566.43,0.00
4957.34,-57.34,0.00,0.00,-85.32,342.66,0.00
3944.31,-0.00,955.69,0.00,-2111.38,1355.69,0.00
5562.23,-662.23,0.00,1124.45,-0.00,0.00,262.23
4794.62,-0.00,105.38,0.00,-410.76,505.38,0.00
4502.40,-0.00,397.60,0.00,-995.19,797.60,0.00
4926.03,-26.03,0.00,0.00,-147.95,373.97,0.00
4505.64,-0.00,394.36,0.00,-988.73,794.36,0.00
4763.23,-0.00,136.77,0.00,-473.54,536.77,0.00
4182.00,-0.00,718.00,0.00,-1636.00,1118.00,0.00
5228.85,-328.85,0.00,457.69,-0.00,71.15,0.00
5199.78,-299.78,0.00,399.56,-0.00,100.22,0.00
5472.42,-572.42,0.00,944.84,-0.00,0.00,172.42
5129.78,-229.78,0.00,259.56,-0.00,170.22,0.00
4919.43,-19.43,0.00,0.00,-161.15,380.57,0.00
4979.39,-79.39,0.00,0.00,-41.23,320.61,0.00
4984.61,-84.61,0.00,0.00,-30.78,315.39,0.00
4778.64,-0.00,121.36,0.00,-442.72,521.36,0.00
5025.65,-125.65,0.00,51.29,-0.00,274.35,0.00
4969.29,-69.29,0.00,0.00,-61.42,330.71,0.00
4139.78,-0.00,760.22,0.00,-1720.43,1160.22,0.00
5277.24,-377.24,0.00,554.47,-0.00,22.76,0.00
5409.50,-509.50,0.00,819.00,-0.00,0.00,109.50
5666.10,-766.10,0.00,1332.20,-0.00,0.00,366.10
4875.73,-0.00,24.27,0.00,-248.54,424.27,0.00
4571.31,-0.00,328.69,0.00,-857.39,728.69,0.00
4420.04,-0.00,479.96,0.00,-1159.92,879.96,0.00
4503.74,-0.00,396.26,0.00,-992.53,796.26,0.00
5552.43,-652.43,0.00,1104.86,-0.00,0.00,252.43
6057.02,-1157.02,0.00,2114.04,-0.00,0.00,757.02
4733.55,-0.00,166.45,0.00,-532.89,566.45,0.00
4283.62,-0.00,616.38,0.00,-1432.76,1016.38,0.00
5676.96,-776.96,0.00,1353.92,-0.00,0.00,376.96
5700.71,-800.71,0.00,1401.43,-0.00,0.00,400.71
4649.15,-0.00,250.85,0.00,-701.69,650.85,0.00
5125.84,-225.84,0.00,251.68,-0.00,174.16,0.00
5462.43,-562.43,0.00,924.87,-0.00,0.00,162.43
4801.71,-0.00,98.29,0.00,-396.59,498.29,0.00
5158.32,-258.32,0.00,316.64,-0.00,141.68,0.00
5364.43,-464.43,0.00,728.85,-0.00,0.00,64.43
4258.90,-0.00,641.10,0.00,-1482.19,1041.10,0.00
5697.03,-797.03,0.00,1394.05,-0.00,0.00,397.03
5150.05,-250.05,0.00,300.09,-0.00,149.95,0.00
4419.62,-0.00,480.38,0.00,-1160.77,880.38,0.00
4961.05,-61.05,0.00,0.00,-77.91,338.95,0.00
5840.41,-940.41,0.00,1680.82,-0.00,0.00,540.41
4939.91,-39.91,0.00,0.00,-120.18,360.09,0.00
5555.86,-655.86,0.00,1111.71,-0.00,0.00,255.86
4433.13,-0.00,466.87,0.00,-1133.74,866.87,0.00
4555.34,-0.00,344.66,0.00,-889.33,744.66,0.00
5415.27,-515.27,0.00,830.54,-0.00,0.00,115.27
4876.36,-0.00,23.64,0.00,-247.28,423.64,0.00
5047.55,-147.55,0.00,95.10,-0.00,252.45,0.00
5268.66,-368.66,0.00,537.32,-0.00,31.34,0.00
4890.21,-0.00,9.79,0.00,-219.58,409.79,0.00
4777.14,-0.00,122.86,0.00,-445.72,522.86,0.00
5186.52,-286.52,0.00,373.05,-0.00,113.48,0.00
4802.88,-0.00,97.12,0.00,-394.23,497.12,0.00
5071.75,-171.75,0.00,143.50,-0.00,228.25,0.00
4958.84,-58.84,0.00,0.00,-82.32,341.16,0.00
6013.39,-1113.39,0.00,2026.78,-0.00,0.00,713.39
5042.06,-142.06,0.00,84.12,-0.00,257.94,0.00
5521.09,-621.09,0.00,1042.18,-0.00,0.00,221.09
4593.57,-0.00,306.43,0.00,-812.86,706.43,0.00
4578.98,-0.00,321.02,0.00,-842.04,721.02,0.00
5000.23,-100.23,0.00,0.46,-0.00,299.77,0.00
5181.70,-281.70,0.00,363.40,-0.00,118.30,0.00
4462.11,-0.00,437.89,0.00,-1075.78,837.89,0.00
4592.29,-0.00,307.71,0.00,-815.43,707.71,0.00
4530.09,-0.00,369.91,0.00,-939.81,769.91,0.00
5241.63,-341.63,0.00,483.26,-0.00,58.37,0.00
4302.74,-0.00,597.26,0.00,-1394.51,997.26,0.00
5919.20,-1019.20,0.00,1838.40,-0.00,0.00,619.20
6073.25,-1173.25,0.00,2146.50,-0.00,0.00,773.25
4968.32,-68.32,0.00,0.00,-63.36,331.68,0.00
5361.23,-461.23,0.00,722.45,-0.00,0.00,61.23
4368.60,-0.00,531.40,0.00,-1262.80,931.40,0.00
4824.45,-0.00,75.55,0.00,-351.11,475.55,0.00
5431.51,-531.51,0.00,863.01,-0.00,0.00,131.51
4370.28,-0.00,529.72,0.00,-1259.43,929.72,0.00
5297.33,-397.33,0.00,594.66,-0.00,2.67,0.00
4964.00,-64.00,0.00,0.00,-72.01,336.00,0.00
5034.75,-134.75,0.00,69.50,-0.00,265.25,0.00
4854.64,-0.00,45.36,0.00,-290.72,445.36,0.00
4875.10,-0.00,24.90,0.00,-249.79,424.90,0.00
4589.96,-0.00,310.04,0.00,-820.09,710.04,0.00
4814.39,-0.00,85.61,0.00,-371.23,485.61,0.00
5234.89,-334.89,0.00,469.77,-0.00,65.11,0.00
4632.48,-0.00,267.52,0.00,-735.04,667.52,0.00
4756.94,-0.00,143.06,0.00,-486.13,543.06,0.00
4707.00,-0.00,193.00,0.00,-585.99,593.00,0.00
5595.72,-695.72,0.00,1191.45,-0.00,0.00,295.72
4565.27,-0.00,334.73,0.00,-869.46,734.73,0.00
5485.81,-585.81,0.00,971.61,-0.00,0.00,185.81
4760.14,-0.00,139.86,0.00,-479.73,539.86,0.00
4957.63,-57.63,0.00,0.00,-84.74,342.37,0.00
5181.15,-281.15,0.00,362.30,-0.00,118.85,0.00
4967.91,-67.91,0.00,0.00,-64.18,332.09,0.00
4401.87,-0.00,498.13,0.00,-1196.27,898.13,0.00
4858.42,-0.00,41.58,0.00,-283.16,441.58,0.00
5227.30,-327.30,0.00,454.60,-0.00,72.70,0.00
5025.91,-125.91,0.00,51.83,-0.00,274.09,0.00
5387.36,-487.36,0.00,774.72,-0.00,0.00,87.36
4559.92,-0.00,340.08,0.00,-880.16,740.08,0.00
4925.54,-25.54,0.00,0.00,-148.92,374.46,0.00
5232.15,-332.15,0.00,464.30,-0.00,67.85,0.00
4140.86,-0.00,759.14,0.00,-1718.27,1159.14,0.00
5721.26,-821.26,0.00,1442.52,-0.00,0.00,421.26
4642.88,-0.00,257.12,0.00,-714.23,657.12,0.00
5341.63,-441.63,0.00,683.27,-0.00,0.00,41.63
4901.56,-1.56,0.00,0.00,-196.88,398.44,0.00
4922.36,-22.36,0.00,0.00,-155.27,377.64,0.00
5168.31,-268.31,0.00,336.62,-0.00,131.69,0.00
5145.85,-245.85,0.00,291.71,-0.00,154.15,0.00
4653.93,-0.00,246.07,0.00,-692.13,646.07,0.00
4946.56,-46.56,0.00,0.00,-106.88,353.44,0.00
5013.36,-113.36,0.00,26.72,-0.00,286.64,0.00
4861.32,-0.00,38.68,0.00,-277.36,438.68,0.00
4946.68,-46.68,0.00,0.00,-106.65,353.32,0.00
4846.87,-0.00,53.13,0.00,-306.26,453.13,0.00
4405.49,-0.00,494.51,0.00,-1189.02,894.51,0.00
5041.46,-141.46,0.00,82.92,-0.00,258.54,0.00
4568.51,-0.00,331.49,0.00,-862.98,731.49,0.00
5567.60,-667.60,0.00,1135.20,-0.00,0.00,267.60
4714.33,-0.00,185.67,0.00,-571.34,585.67,0.00
4516.46,-0.00,383.54,0.00,-967.08,783.54,0.00
5177.14,-277.14,0.00,354.29,-0.00,122.86,0.00
4908.95,-8.95,0.00,0.00,-182.10,391.05,0.00
4726.84,-0.00,173.16,0.00,-546.31,573.16,0.00
5344.95,-444.95,0.00,689.90,-0.00,0.00,44.95
5381.62,-481.62,0.00,763.24,-0.00,0.00,81.62
4629.02,-0.00,270.98,0.00,-741.95,670.98,0.00
5179.12,-279.12,0.00,358.23,-0.00,120.88,0.00
5175.15,-275.15,0.00,350.30,-0.00,124.85,0.00
4348.00,-0.00,552.00,0.00,-1303.99,952.00,0.00
4955.23,-55.23,0.00,0.00,-89.54,344.77,0.00
4771.43,-0.00,128.57,0.00,-457.14,528.57,0.00
4790.59,-0.00,109.41,0.00,-418.83,509.41,0.00
4741.32,-0.00,158.68,0.00,-517.36,558.68,0.00
4938.36,-38.36,0.00,0.00,-123.28,361.64,0.00
5760.73,-860.73,0.00,1521.47,-0.00,0.00,460.73
4684.19,-0.00,215.81,0.00,-631.63,615.81,0.00
4652.91,-0.00,247.09,0.00,-694.17,647.09,0.00
4763.84,-0.00,136.16,0.00,-472.33,536.16,0.00
4766.57,-0.00,133.43,0.00,-466.85,533.43,0.00
4722.59,-0.00,177.41,0.00,-554.81,577.41,0.00
5200.18,-300.18,0.00,400.37,-0.00,99.82,0.00
4570.21,-0.00,329.79,0.00,-859.58,729.79,0.00
4523.58,-0.00,376.42,0.00,-952.84,776.42,0.00
4962.06,-62.06,0.00,0.00,-75.89,337.94,0.00
5590.22,-690.22,0.00,1180.44,-0.00,0.00,290.22
5192.98,-292.98,0.00,385.97,-0.00,107.02,0.00
4905.88,-5.88,0.00,0.00,-188.24,394.12,0.00
5121.01,-221.01,0.00,242.02,-0.00,178.99,0.00
5377.53,-477.53,0.00,755.06,-0.00,0.00,77.53
5448.20,-548.20,0.00,896.40,-0.00,0.00,148.20
5040.86,-140.86,0.00,81.71,-0.00,259.14,0.00
5143.36,-243.36,0.00,286.71,-0.00,156.64,0.00
4357.37,-0.00,542.63,0.00,-1285.25,942.63,0.00
4360.78,-0.00,539.22,0.00,-1278.45,939.22,0.00
5156.16,-256.16,0.00,312.33,-0.00,143.84,0.00
5725.25,-825.25,0.00,1450.50,-0.00,0.00,425.25
5128.89,-228.89,0.00,257.78,-0.00,171.11,0.00
4786.35,-0.00,113.65,0.00,-427.31,513.65,0.00
5153.46,-253.46,0.00,306.91,-0.00,146.54,0.00
4638.06,-0.00,261.94,0.00,-723.87,661.94,0.00
6197.45,-1297.45,0.00,2394.91,-0.00,0.00,897.45
4650.80,-0.00,249.20,0.00,-698.41,649.20,0.00
4867.90,-0.00,32.10,0.00,-264.19,432.10,0.00
4975.44,-75.44,0.00,0.00,-49.11,324.56,0.00
4906.50,-6.50,0.00,0.00,-187.00,393.50,0.00
5085.66,-185.66,0.00,171.31,-0.00,214.34,0.00
5468.33,-568.33,0.00,936.67,-0.00,0.00,168.33
5063.86,-163.86,0.00,127.71,-0.00,236.14,0.00
4544.07,-0.00,355.93,0.00,-911.87,755.93,0.00
4956.12,-56.12,0.00,0.00,-87.76,343.88,0.00
4622.80,-0.00,277.20,0.00,-754.40,677.20,0.00
4743.34,-0.00,156.66,0.00,-513.32,556.66,0.00
5613.60,-713.60,0.00,1227.21,-0.00,0.00,313.60
5147.87,-247.87,0.00,295.74,-0.00,152.13,0.00
5189.04,-289.04,0.00,378.08,-0.00,110.96,0.00
4376.88,-0.00,523.12,0.00,-1246.23,923.12,0.00
4865.93,-0.00,34.07,0.00,-268.14,434.07,0.00
5194.05,-294.05,0.00,388.11,-0.00,105.95,0.00
4342.59,-0.00,557.41,0.00,-1314.82,957.41,0.00
5003.44,-103.44,0.00,6.89,-0.00,296.56,0.00
5238.93,-338.93,0.00,477.87,-0.00,61.07,0.00
5375.84,-475.84,0.00,751.67,-0.00,0.00,75.84
5038.77,-138.77,0.00,77.54,-0.00,261.23,0.00
5072.40,-172.40,0.00,144.80,-0.00,227.60,0.00
5773.01,-873.01,0.00,1546.02,-0.00,0.00,473.01
5004.99,-104.99,0.00,9.98,-0.00,295.01,0.00
5044.07,-144.07,0.00,88.15,-0.00,255.93,0.00
4609.09,-0.00,290.91,0.00,-781.82,690.91,0.00
4957.55,-57.55,0.00,0.00,-84.91,342.45,0.00
4897.95,-0.00,2.05,0.00,-204.11,402.05,0.00
5328.57,-428.57,0.00,657.13,-0.00,0.00,28.57
5227.32,-327.32,0.00,454.64,-0.00,72.68,0.00
4905.13,-5.13,0.00,0.00,-189.75,394.87,0.00
5466.72,-566.72,0.00,933.45,-0.00,0.00,166.72
4991.51,-91.51,0.00,0.00,-16.97,308.49,0.00
5284.24,-384.24,0.00,568.47,-0.00,15.76,0.00
5354.09,-454.09,0.00,708.19,-0.00,0.00,54.09
4797.15,-0.00,102.85,0.00,-405.71,502.85,0.00
5191.57,-291.57,0.00,383.14,-0.00,108.43,0.00
