Asset_Prices,C|S|4900|60|1,P|L|4900|60|1,C|L|5000|60|2,P|S|5000|60|2,P|L|5300|60|1,C|L|5300|60|1
4223.72,-0.00,676.28,0.00,-1552.56,1076.28,0.00
4565.58,-0.00,334.42,0.00,-868.84,734.42,0.00
4301.39,-0.00,598.61,0.00,-1397.23,998.61,0.00
4370.42,-0.00,529.58,0.00,-1259.16,929.58,0.00
4712.70,-0.00,187.30,0.00,-574.60,587.30,0.00
4552.48,-0.00,347.52,0.00,-895.04,747.52,0.00
5680.07,-780.07,0.00,1360.14,-0.00,0.00,380.07
4760.44,-0.00,139.56,0.00,-479.11,539.56,0.00
5356.84,-456.84,0.00,713.67,-0.00,0.00,56.84
5367.02,-467.02,0.00,734.04,-0.00,0.00,67.02
4821.78,-0.00,78.22,0.00,-356.43,478.22,0.00
5212.58,-312.58,0.00,425.16,-0.00,87.42,0.00
5678.17,-778.17,0.00,1356.34,-0.00,0.00,378.17
4757.72,-0.00,142.28,0.00,-484.55,542.28,0.00
4674.15,-0.00,225.85,0.00,-651.71,625.85,0.00
4656.33,-0.00,243.67,0.00,-687.34,643.67,0.00
4577.48,-0.00,322.52,0.00,-845.05,722.52,0.00
5506.70,-606.70,0.00,1013.40,-0.00,0.00,206.70
5588.56,-688.56,0.00,1177.13,-0.00,0.00,288.56
4783.94,-0.00,116.06,0.00,-432.12,516.06,0.00
4447.15,-0.00,452.85,0.00,-1105.71,852.85,0.00
5168.02,-268.02,0.00,336.04,-0.00,131.98,0.00
4765.28,-0.00,134.72,0.00,-469.44,534.72,0.00
4941.18,-41.18,0.00,0.00,-117.65,358.82,0.00
5081.06,-181.06,0.00,162.12,-0.00,218.94,0.00
4882.15,-0.00,17.85,0.00,-235.70,417.85,0.00
4816.74,-0.00,83.26,0.00,-366.52,483.26,0.00
4923.83,-23.83,0.00,0.00,-152.34,376.17,0.00
5449.56,-549.56,0.00,899.13,-0.00,0.00,149.56
4799.80,-0.00,100.20,0.00,-400.41,500.20,0.00
4590.75,-0.00,309.25,0.00,-818.50,709.25,0.00
5034.84,-134.84,0.00,69.68,-0.00,265.16,0.00
4715.32,-0.00,184.68,0.00,-569.36,584.68,0.00
4469.16,-0.00,430.84,0.00,-1061.68,830.84,0.00
5468.64,-568.64,0.00,937.29,-0.00,0.00,168.64
5143.53,-243.53,0.00,287.06,-0.00,156.47,0.00
5510.03,-610.03,0.00,1020.06,-0.00,0.00,210.03
4567.20,-0.00,332.80,0.00,-865.60,732.80,0.00
4741.48,-0.00,158.52,0.00,-517.05,558.52,0.00
4943.01,-43.01,0.00,0.00,-113.97,356.99,0.00
5561.63,-661.63,0.00,1123.25,-0.00,0.00,261.63
4689.47,-0.00,210.53,0.00,-621.05,610.53,0.00
5604.93,-704.93,0.00,1209.85,-0.00,0.00,304.93
4689.92,-0.00,210.08,0.00,-620.15,610.08,0.00
5083.98,-183.98,0.00,167.97,-0.00,216.02,0.00
4428.35,-0.00,471.65,0.00,-1143.30,871.65,0.00
6000.01,-1100.01,0.00,2000.02,-0.00,0.00,700.01
4605.11,-0.00,294.89,0.00,-789.78,694.89,0.00
5682.97,-782.97,0.00,1365.95,-0.00,0.00,382.97
4588.89,-0.00,311.11,0.00,-822.23,711.11,0.00
4913.16,-13.16,0.00,0.00,-173.68,386.84,0.00
5195.87,-295.87,0.00,391.74,-0.00,104.13,0.00
4360.93,-0.00,539.07,0.00,-1278.15,939.07,0.00
4751.17,-0.00,148.83,0.00,-497.67,548.83,0.00
5207.45,-307.45,0.00,414.90,-0.00,92.55,0.00
5652.84,-752.84,0.00,1305.67,-0.00,0.00,352.84
5066.40,-166.40,0.00,132.79,-0.00,233.60,0.00
5481.99,-581.99,0.00,963.99,-0.00,0.00,181.99
4871.93,-0.00,28.07,0.00,-256.14,428.07,0.00
4699.19,-0.00,200.81,0.00,-601.63,600.81,0.00
4658.44,-0.00,241.56,0.00,-683.12,641.56,0.00
4558.63,-0.00,341.37,0.00,-882.75,741.37,0.00
5057.09,-157.09,0.00,114.18,-0.00,242.91,0.00
5453.66,-553.66,0.00,907.31,-0.00,0.00,153.66
5361.55,-461.55,0.00,723.10,-0.00,0.00,61.55
4706.53,-0.00,193.47,0.00,-586.94,593.47,0.00
4723.63,-0.00,176.37,0.00,-552.74,576.37,0.00
4456.81,-0.00,443.19,0.00,-1086.37,843.19,0.00
4446.47,-0.00,453.53,0.00,-1107.07,853.53,0.00
4706.99,-0.00,193.01,0.00,-586.03,593.01,0.00
4533.84,-0.00,366.16,0.00,-932.31,766.16,0.00
4484.85,-0.00,415.15,0.00,-1030.31,815.15,0.00
5810.73,-910.73,0.00,1621.46,-0.00,0.00,510.73
5434.84,-534.84,0.00,869.68,-0.00,0.00,134.84
4800.25,-0.00,99.75,0.00,-399.49,499.75,0.00
4423.02,-0.00,476.98,0.00,-1153.96,876.98,0.00
4655.88,-0.00,244.12,0.00,-688.24,644.12,0.00
4701.92,-0.00,198.08,0.00,-596.15,598.08,0.00
4329.06,-0.00,570.94,0.00,-1341.89,970.94,0.00
5313.35,-413.35,0.00,626.71,-0.00,0.00,13.35
5013.85,-113.85,0.00,27.71,-0.00,286.15,0.00
4536.47,-0.00,363.53,0.00,-927.06,763.53,0.00
4258.53,-0.00,641.47,0.00,-1482.94,1041.47,0.00
5132.47,-232.47,0.00,264.94,-0.00,167.53,0.00
4163.06,-0.00,736.94,0.00,-1673.88,1136.94,0.00
5088.62,-188.62,0.00,177.24,-0.00,211.38,0.00
5206.42,-306.42,0.00,412.85,-0.00,93.58,0.00
5104.78,-204.78,0.00,209.55,-0.00,195.22,0.00
5454.61,-554.61,0.00,909.23,-0.00,0.00,154.61
4922.74,-22.74,0.00,0.00,-154.51,377.26,0.00
4576.22,-0.00,323.78,0.00,-847.57,723.78,0.00
4596.96,-0.00,303.04,0.00,-806.08,703.04,0.00
5179.99,-279.99,0.00,359.99,-0.00,120.01,0.00
4678.73,-0.00,221.27,0.00,-642.55,621.27,0.00
4939.05,-39.05,0.00,0.00,-121.90,360.95,0.00
5479.66,-579.66,0.00,959.32,-0.00,0.00,179.66
5167.19,-267.19,0.00,334.39,-0.00,132.81,0.00
5279.10,-379.10,0.00,558.20,-0.00,20.90,0.00
4400.28,-0.00,499.72,0.00,-1199.43,899.72,0.00
5129.08,-229.08,0.00,258.16,-0.00,170.92,0.00
5109.55,-209.55,0.00,219.10,-0.00,190.45,0.00
4884.21,-0.00,15.79,0.00,-231.57,415.79,0.00
4664.32,-0.00,235.68,0.00,-671.37,635.68,0.00
4577.72,-0.00,322.28,0.00,-844.57,722.28,0.00
5173.51,-273.51,0.00,347.02,-0.00,126.49,0.00
4545.68,-0.00,354.32,0.00,-908.64,754.32,0.00
5175.24,-275.24,0.00,350.48,-0.00,124.76,0.00
4194.12,-0.00,705.88,0.00,-1611.77,1105.88,0.00
4684.59,-0.00,215.41,0.00,-630.83,615.41,0.00
4437.34,-0.00,462.66,0.00,-1125.31,862.66,0.00
4866.20,-0.00,33.80,0.00,-267.60,433.80,0.00
4890.88,-0.00,9.12,0.00,-218.25,409.12,0.00
4365.85,-0.00,534.15,0.00,-1268.30,934.15,0.00
4921.68,-21.68,0.00,0.00,-156.64,378.32,0.00
4937.76,-37.76,0.00,0.00,-124.48,362.24,0.00
5130.78,-230.78,0.00,261.55,-0.00,169.22,0.00
4630.39,-0.00,269.61,0.00,-739.22,669.61,0.00
4691.24,-0.00,208.76,0.00,-617.52,608.76,0.00
5065.71,-165.71,0.00,131.42,-0.00,234.29,0.00
4610.01,-0.00,289.99,0.00,-779.98,689.99,0.00
5389.09,-489.09,0.00,778.18,-0.00,0.00,89.09
4922.83,-22.83,0.00,0.00,-154.33,377.17,0.00
5690.75,-790.75,0.00,1381.51,-0.00,0.00,390.75
5865.31,-965.31,0.00,1730.61,-0.00,0.00,565.31
5741.82,-841.82,0.00,1483.64,-0.00,0.00,441.82
5541.55,-641.55,0.00,1083.10,-0.00,0.00,241.55
5713.77,-813.77,0.00,1427.55,-0.00,0.00,413.77
5242.86,-342.86,0.00,485.71,-0.00,57.14,0.00
5137.61,-237.61,0.00,275.22,-0.00,162.39,0.00
5135.68,-235.68,0.00,271.36,-0.00,164.32,0.00
4896.27,-0.00,3.73,0.00,-207.47,403.73,0.00
5622.54,-722.54,0.00,1245.08,-0.00,0.00,322.54
4770.68,-0.00,129.32,0.00,-458.63,529.32,0.00
4736.15,-0.00,163.85,0.00,-527.70,563.85,0.00
5326.07,-426.07,0.00,652.14,-0.00,0.00,26.07
4905.26,-5.26,0.00,0.00,-189.48,394.74,0.00
4535.67,-0.00,364.33,0.00,-928.66,764.33,0.00
5003.95,-103.95,0.00,7.91,-0.00,296.05,0.00
5113.28,-213.28,0.00,226.55,-0.00,186.72,0.00
5767.53,-867.53,0.00,1535.05,-0.00,0.00,467.53
5540.08,-640.08,0.00,1080.15,-0.00,0.00,240.08
4934.72,-34.72,0.00,0.00,-130.56,365.28,0.00
4515.04,-0.00,384.96,0.00,-969.92,784.96,0.00
5447.90,-547.90,0.00,895.80,-0.00,0.00,147.90
4607.92,-0.00,292.08,0.00,-784.17,692.08,0.00
5416.30,-516.30,0.00,832.61,-0.00,0.00,116.30
5018.97,-118.97,0.00,37.93,-0.00,281.03,0.00
5112.40,-212.40,0.00,224.81,-0.00,187.60,0.00
4850.91,-0.00,49.09,0.00,-298.19,449.09,0.00
4653.31,-0.00,246.69,0.00,-693.37,646.69,0.00
5109.39,-209.39,0.00,218.78,-0.00,190.61,0.00
5154.25,-254.25,0.00,308.50,-0.00,145.75,0.00
4611.39,-0.00,288.61,0.00,-777.21,688.61,0.00
5438.56,-538.56,0.00,877.12,-0.00,0.00,138.56
5559.38,-659.38,0.00,1118.76,-0.00,0.00,259.38
5133.35,-233.35,0.00,266.69,-0.00,166.65,0.00
5313.97,-413.97,0.00,627.93,-0.00,0.00,13.97
4961.80,-61.80,0.00,0.00,-76.39,338.20,0.00
4860.76,-0.00,39.24,0.00,-278.48,439.24,0.00
4565.36,-0.00,334.64,0.00,-869.28,734.64,0.00
4871.53,-0.00,28.47,0.00,-256.94,428.47,0.00
4260.44,-0.00,639.56,0.00,-1479.13,1039.56,0.00
4926.24,-26.24,0.00,0.00,-147.52,373.76,0.00
4612.95,-0.00,287.05,0.00,-774.09,687.05,0.00
5005.83,-105.83,0.00,11.66,-0.00,294.17,0.00
5573.18,-673.18,0.00,1146.36,-0.00,0.00,273.18
4562.28,-0.00,337.72,0.00,-875.43,737.72,0.00
4778.51,-0.00,121.49,0.00,-442.98,521.49,0.00
4743.87,-0.00,156.13,0.00,-512.27,556.13,0.00
4579.63,-0.00,320.37,0.00,-840.75,720.37,0.00
4703.17,-0.00,196.83,0.00,-593.65,596.83,0.00
5183.36,-283.36,0.00,366.72,-0.00,116.64,0.00
5219.38,-319.38,0.00,438.75,-0.00,80.62,0.00
5584.12,-684.12,0.00,1168.24,-0.00,0.00,284.12
5966.15,-1066.15,0.00,1932.31,-0.00,0.00,666.15
5130.42,-230.42,0.00,260.84,-0.00,169.58,0.00
5421.23,-521.23,0.00,842.46,-0.00,0.00,121.23
4660.60,-0.00,239.40,0.00,-678.79,639.40,0.00
5314.13,-414.13,0.00,628.26,-0.00,0.00,14.13
5400.21,-500.21,0.00,800.43,-0.00,0.00,100.21
4796.59,-0.00,103.41,0.00,-406.82,503.41,0.00
4982.36,-82.36,0.00,0.00,-35.29,317.64,0.00
5082.29,-182.29,0.00,164.57,-0.00,217.71,0.00
4869.92,-0.00,30.08,0.00,-260.15,430.08,0.00
5181.15,-281.15,0.00,362.30,-0.00,118.85,0.00
4592.43,-0.00,307.57,0.00,-815.15,707.57,0.00
5166.70,-266.70,0.00,333.41,-0.00,133.30,0.00
5123.35,-223.35,0.00,246.71,-0.00,176.65,0.00
5556.60,-656.60,0.00,1113.20,-0.00,0.00,256.60
4990.65,-90.65,0.00,0.00,-18.71,309.35,0.00
5685.39,-785.39,0.00,1370.78,-0.00,0.00,385.39
4071.17,-0.00,828.83,0.00,-1857.66,1228.83,0.00
5078.85,-178.85,0.00,157.71,-0.00,221.15,0.00
4834.08,-0.00,65.92,0.00,-331.83,465.92,0.00
4718.15,-0.00,181.85,0.00,-563.69,581.85,0.00
4781.85,-0.00,118.15,0.00,-436.31,518.15,0.00
5392.53,-492.53,0.00,785.06,-0.00,0.00,92.53
5329.91,-429.91,0.00,659.81,-0.00,0.00,29.91
5108.22,-208.22,0.00,216.43,-0.00,191.78,0.00
4789.66,-0.00,110.34,0.00,-420.67,510.34,0.00
4453.61,-0.00,446.39,0.00,-1092.79,846.39,0.00
5060.31,-160.31,0.00,120.61,-0.00,239.69,0.00
5396.68,-496.68,0.00,793.37,-0.00,0.00,96.68
5168.73,-268.73,0.00,337.45,-0.00,131.27,0.00
4672.34,-0.00,227.66,0.00,-655.32,627.66,0.00
4969.93,-69.93,0.00,0.00,-60.14,330.07,0.00
4615.96,-0.00,284.04,0.00,-768.08,684.04,0.00
4742.88,-0.00,157.12,0.00,-514.24,557.12,0.00
4805.99,-0.00,94.01,0.00,-388.02,494.01,0.00
5643.91,-743.91,0.00,1287.82,-0.00,0.00,343.91
5809.20,-909.20,0.00,1618.40,-0.00,0.00,509.20
4963.62,-63.62,0.00,0.00,-72.76,336.38,0.00
4836.39,-0.00,63.61,0.00,-327.23,463.61,0.00
5120.46,-220.46,0.00,240.92,-0.00,179.54,0.00
4283.57,-0.00,616.43,0.00,-1432.85,1016.43,0.00
4676.15,-0.00,223.85,0.00,-647.70,623.85,0.00
5615.57,-715.57,0.00,1231.15,-0.00,0.00,315.57
4460.65,-0.00,439.35,0.00,-1078.71,839.35,0.00
4563.63,-0.00,336.37,0.00,-872.73,736.37,0.00
4471.99,-0.00,428.01,0.00,-1056.02,828.01,0.00
5241.79,-341.79,0.00,483.58,-0.00,58.21,0.00
4758.07,-0.00,141.93,0.00,-483.87,541.93,0.00
5675.32,-775.32,0.00,1350.64,-0.00,0.00,375.32
5399.42,-499.42,0.00,798.85,-0.00,0.00,99.42
4950.93,-50.93,0.00,0.00,-98.14,349.07,0.00
4777.39,-0.00,122.61,0.00,-445.22,522.61,0.00
4880.26,-0.00,19.74,0.00,-239.47,419.74,0.00
5742.31,-842.31,0.00,1484.62,-0.00,0.00,442.31
5514.38,-614.38,0.00,1028.76,-0.00,0.00,214.38
5688.90,-788.90,0.00,1377.80,-0.00,0.00,388.90
4713.42,-0.00,186.58,0.00,-573.15,586.58,0.00
5102.38,-202.38,0.00,204.75,-0.00,197.62,0.00
5110.13,-210.13,0.00,220.27,-0.00,189.87,0.00
5044.95,-144.95,0.00,89.91,-0.00,255.05,0.00
5235.46,-335.46,0.00,470.92,-0.00,64.54,0.00
5242.76,-342.76,0.00,485.53,-0.00,57.24,0.00
5154.27,-254.27,0.00,308.54,-0.00,145.73,0.00
4994.53,-94.53,0.00,0.00,-10.94,305.47,0.00
5221.39,-321.39,0.00,442.77,-0.00,78.61,0.00
4958.66,-58.66,0.00,0.00,-82.67,341.34,0.00
5067.51,-167.51,0.00,135.01,-0.00,232.49,0.00
5661.94,-761.94,0.00,1323.88,-0.00,0.00,361.94
4439.31,-0.00,460.69,0.00,-1121.38,860.69,0.00
5141.37,-241.37,0.00,282.75,-0.00,158.63,0.00
4836.69,-0.00,63.31,0.00,-326.63,463.31,0.00
5180.94,-280.94,0.00,361.88,-0.00,119.06,0.00
4769.25,-0.00,130.75,0.00,-461.50,530.75,0.00
5485.33,-585.33,0.00,970.66,-0.00,0.00,185.33
4641.22,-0.00,258.78,0.00,-717.55,658.78,0.00
4971.68,-71.68,0.00,0.00,-56.64,328.32,0.00
5846.79,-946.79,0.00,1693.59,-0.00,0.00,546.79
6195.38,-1295.38,0.00,2390.76,-0.00,0.00,895.38
4812.38,-0.00,87.62,0.00,-375.25,487.62,0.00
4171.96,-0.00,728.04,0.00,-1656.08,1128.04,0.00
6044.10,-1144.10,0.00,2088.21,-0.00,0.00,744.10
5369.18,-469.18,0.00,738.37,-0.00,0.00,69.18
4574.76,-0.00,325.24,0.00,-850.47,725.24,0.00
4926.94,-26.94,0.00,0.00,-146.12,373.06,0.00
4804.74,-0.00,95.26,0.00,-390.53,495.26,0.00
5004.68,-104.68,0.00,9.37,-0.00,295.32,0.00
4644.36,-0.00,255.64,0.00,-711.27,655.64,0.00
5289.44,-389.44,0.00,578.88,-0.00,10.56,0.00
4960.63,-60.63,0.00,0.00,-78.74,339.37,0.00
5719.85,-819.85,0.00,1439.70,-0.00,0.00,419.85
5180.74,-280.74,0.00,361.47,-0.00,119.26,0.00
5636.81,-736.81,0.00,1273.62,-0.00,0.00,336.81
5198.22,-298.22,0.00,396.44,-0.00,101.78,0.00
4205.40,-0.00,694.60,0.00,-1589.21,1094.60,0.00
5036.99,-136.99,0.00,73.99,-0.00,263.01,0.00
6044.16,-1144.16,0.00,2088.32,-0.00,0.00,744.16
5156.23,-256.23,0.00,312.46,-0.00,143.77,0.00
5428.40,-528.40,0.00,856.79,-0.00,0.00,128.40
5655.24,-755.24,0.00,1310.48,-0.00,0.00,355.24
4927.41,-27.41,0.00,0.00,-145.18,372.59,0.00
5656.36,-756.36,0.00,1312.72,-0.00,0.00,356.36
5020.49,-120.49,0.00,40.99,-0.00,279.51,0.00
5081.60,-181.60,0.00,163.20,-0.00,218.40,0.00
4699.03,-0.00,200.97,0.00,-601.95,600.97,0.00
5312.03,-412.03,0.00,624.05,-0.00,0.00,12.03
5698.64,-798.64,0.00,1397.29,-0.00,0.00,398.64
4859.30,-0.00,40.70,0.00,-281.41,440.70,0.00
5092.16,-192.16,0.00,184.32,-0.00,207.84,0.00
4797.63,-0.00,102.37,0.00,-404.74,502.37,0.00
4806.84,-0.00,93.16,0.00,-386.32,493.16,0.00
5086.74,-186.74,0.00,173.48,-0.00,213.26,0.00
5508.80,-608.80,0.00,1017.60,-0.00,0.00,208.80
4658.41,-0.00,241.59,0.00,-683.17,641.59,0.00
5407.11,-507.11,0.00,814.23,-0.00,0.00,107.11
5758.39,-858.39,0.00,1516.79,-0.00,0.00,458.39
5050.87,-150.87,0.00,101.73,-0.00,249.13,0.00
6156.77,-1256.77,0.00,2313.54,-0.00,0.00,856.77
5116.64,-216.64,0.00,233.28,-0.00,183.36,0.00
5279.43,-379.43,0.00,558.86,-0.00,20.57,0.00
5531.12,-631.12,0.00,1062.24,-0.00,0.00,231.12
5181.45,-281.45,0.00,362.91,-0.00,118.55,0.00
3807.79,-0.00,1092.21,0.00,-2384.42,1492.21,0.00
4843.14,-0.00,56.86,0.00,-313.72,456.86,0.00
4713.34,-0.00,186.66,0.00,-573.31,586.66,0.00
5017.04,-117.04,0.00,34.07,-0.00,282.96,0.00
5143.64,-243.64,0.00,287.27,-0.00,156.36,0.00
5008.05,-108.05,0.00,16.10,-0.00,291.95,0.00
4932.96,-32.96,0.00,0.00,-134.08,367.04,0.00
5267.09,-367.09,0.00,534.19,-0.00,32.91,0.00
4786.53,-0.00,113.47,0.00,-426.94,513.47,0.00
5089.58,-189.58,0.00,179.15,-0.00,210.42,0.00
5422.40,-522.40,0.00,844.79,-0.00,0.00,122.40
5312.20,-412.20,0.00,624.41,-0.00,0.00,12.20
6200.04,-1300.04,0.00,2400.07,-0.00,0.00,900.04
5214.23,-314.23,0.00,428.46,-0.00,85.77,0.00
4202.69,-0.00,697.31,0.00,-1594.63,1097.31,0.00
4708.51,-0.00,191.49,0.00,-582.99,591.49,0.00
4223.85,-0.00,676.15,0.00,-1552.29,1076.15,0.00
5410.34,-510.34,0.00,820.69,-0.00,0.00,110.34
4707.61,-0.00,192.39,0.00,-584.77,592.39,0.00
5598.07,-698.07,0.00,1196.14,-0.00,0.00,298.07
5533.27,-633.27,0.00,1066.54,-0.00,0.00,233.27
4974.56,-74.56,0.00,0.00,-50.87,325.44,0.00
5278.17,-378.17,0.00,556.33,-0.00,21.83,0.00
5478.22,-578.22,0.00,956.44,-0.00,0.00,178.22
5343.97,-443.97,0.00,687.95,-0.00,0.00,43.97
5676.56,-776.56,0.00,1353.11,-0.00,0.00,376.56
5286.01,-386.01,0.00,572.01,-0.00,13.99,0.00
5174.96,-274.96,0.00,349.92,-0.00,125.04,0.00
4335.86,-0.00,564.14,0.00,-1328.29,964.14,0.00
4871.05,-0.00,28.95,0.00,-257.89,428.95,0.00
5003.73,-103.73,0.00,7.46,-0.00,296.27,0.00
5360.82,-460.82,0.00,721.64,-0.00,0.00,60.82
4953.79,-53.79,0.00,0.00,-92.43,346.21,0.00
4964.55,-64.55,0.00,0.00,-70.90,335.45,0.00
5308.13,-408.13,0.00,616.27,-0.00,0.00,8.13
5330.99,-430.99,0.00,661.98,-0.00,0.00,30.99
4927.69,-27.69,0.00,0.00,-144.62,372.31,0.00
5364.08,-464.08,0.00,728.17,-0.00,0.00,64.08
5008.63,-108.63,0.00,17.25,-0.00,291.37,0.00
4580.54,-0.00,319.46,0.00,-838.91,719.46,0.00
4486.14,-0.00,413.86,0.00,-1027.72,813.86,0.00
4570.12,-0.00,329.88,0.00,-859.76,729.88,0.00
4268.83,-0.00,631.17,0.00,-1462.34,1031.17,0.00
5067.28,-167.28,0.00,134.57,-0.00,232.72,0.00
5481.09,-581.09,0.00,962.17,-0.00,0.00,181.09
5320.83,-420.83,0.00,641.65,-0.00,0.00,20.83
4979.37,-79.37,0.00,0.00,-41.27,320.63,0.00
4694.49,-0.00,205.51,0.00,-611.02,605.51,0.00
5314.63,-414.63,0.00,629.25,-0.00,0.00,14.63
5092.69,-192.69,0.00,185.37,-0.00,207.31,0.00
4978.76,-78.76,0.00,0.00,-42.48,321.24,0.00
5180.80,-280.80,0.00,361.59,-0.00,119.20,0.00
4921.59,-21.59,0.00,0.00,-156.82,378.41,0.00
4677.54,-0.00,222.46,0.00,-644.92,622.46,0.00
4959.77,-59.77,0.00,0.00,-80.45,340.23,0.00
5438.56,-538.56,0.00,877.12,-0.00,0.00,138.56
6017.49,-1117.49,0.00,2034.98,-0.00,0.00,717.49
5178.10,-278.10,0.00,356.20,-0.00,121.90,0.00
4226.38,-0.00,673.62,0.00,-1547.25,1073.62,0.00
4653.26,-0.00,246.74,0.00,-693.48,646.74,0.00
4266.38,-0.00,633.62,0.00,-1467.25,1033.62,0.00
4912.79,-12.79,0.00,0.00,-174.42,387.21,0.00
5514.40,-614.40,0.00,1028.80,-0.00,0.00,214.40
4226.92,-0.00,673.08,0.00,-1546.15,1073.08,0.00
4512.15,-0.00,387.85,0.00,-975.71,787.85,0.00
5256.71,-356.71,0.00,513.43,-0.00,43.29,0.00
4819.98,-0.00,80.02,0.00,-360.03,480.02,0.00
4823.34,-0.00,76.66,0.00,-353.32,476.66,0.00
4353.52,-0.00,546.48,0.00,-1292.97,946.48,0.00
5158.36,-258.36,0.00,316.73,-0.00,141.64,0.00
5236.22,-336.22,0.00,472.43,-0.00,63.78,0.00
5105.28,-205.28,0.00,210.55,-0.00,194.72,0.00
4978.89,-78.89,0.00,0.00,-42.22,321.11,0.00
5004.13,-104.13,0.00,8.26,-0.00,295.87,0.00
5232.94,-332.94,0.00,465.87,-0.00,67.06,0.00
6038.88,-1138.88,0.00,2077.76,-0.00,0.00,738.88
5802.19,-902.19,0.00,1604.39,-0.00,0.00,502.19
5107.73,-207.73,0.00,215.46,-0.00,192.27,0.00
5395.92,-495.92,0.00,791.83,-0.00,0.00,95.92
5406.06,-506.06,0.00,812.11,-0.00,0.00,106.06
4691.65,-0.00,208.35,0.00,-616.70,608.35,0.00
5077.93,-177.93,0.00,155.86,-0.00,222.07,0.00
4776.42,-0.00,123.58,0.00,-447.15,523.58,0.00
4650.44,-0.00,249.56,0.00,-699.13,649.56,0.00
4746.97,-0.00,153.03,0.00,-506.07,553.03,0.00
4732.83,-0.00,167.17,0.00,-534.34,567.17,0.00
4875.77,-0.00,24.23,0.00,-248.45,424.23,0.00
4398.15,-0.00,501.85,0.00,-1203.70,901.85,0.00
4583.01,-0.00,316.99,0.00,-833.99,716.99,0.00
5128.37,-228.37,0.00,256.74,-0.00,171.63,0.00
5788.27,-888.27,0.00,1576.53,-0.00,0.00,488.27
5356.76,-456.76,0.00,713.52,-0.00,0.00,56.76
4973.06,-73.06,0.00,0.00,-53.88,326.94,0.00
4629.76,-0.00,270.24,0.00,-740.48,670.24,0.00
5351.27,-451.27,0.00,702.54,-0.00,0.00,51.27
5900.07,-1000.07,0.00,1800.13,-0.00,0.00,600.07
4663.50,-0.00,236.50,0.00,-672.99,636.50,0.00
4915.45,-15.45,0.00,0.00,-169.10,384.55,0.00
5531.26,-631.26,0.00,1062.53,-0.00,0.00,231.26
6039.19,-1139.19,0.00,2078.37,-0.00,0.00,739.19
4867.00,-0.00,33.00,0.00,-266.01,433.00,0.00
6251.45,-1351.45,0.00,2502.89,-0.00,0.00,951.45
5738.68,-838.68,0.00,1477.36,-0.00,0.00,438.68
4251.50,-0.00,648.50,0.00,-1497.00,1048.50,0.00
4789.28,-0.00,110.72,0.00,-421.44,510.72,0.00
4464.49,-0.00,435.51,0.00,-1071.03,835.51,0.00
4005.81,-0.00,894.19,0.00,-1988.37,1294.19,0.00
4785.91,-0.00,114.09,0.00,-428.18,514.09,0.00
5384.67,-484.67,0.00,769.34,-0.00,0.00,84.67
5001.09,-101.09,0.00,2.19,-0.00,298.91,0.00
5426.17,-526.17,0.00,852.35,-0.00,0.00,126.17
4958.34,-58.34,0.00,0.00,-83.32,341.66,0.00
4931.15,-31.15,0.00,0.00,-137.71,368.85,0.00
4941.34,-41.34,0.00,0.00,-117.32,358.66,0.00
4723.90,-0.00,176.10,0.00,-552.19,576.10,0.00
4936.97,-36.97,0.00,0.00,-126.07,363.03,0.00
5259.67,-359.67,0.00,519.33,-0.00,40.33,0.00
4846.66,-0.00,53.34,0.00,-306.67,453.34,0.00
5440.00,-540.00,0.00,880.00,-0.00,0.00,140.00
5497.95,-597.95,0.00,995.89,-0.00,0.00,197.95
5470.83,-570.83,0.00,941.66,-0.00,0.00,170.83
5442.99,-542.99,0.00,885.98,-0.00,0.00,142.99
5415.45,-515.45,0.00,830.91,-0.00,0.00,115.45
5053.51,-153.51,0.00,107.01,-0.00,246.49,0.00
5565.83,-665.83,0.00,1131.66,-0.00,0.00,265.83
5512.25,-612.25,0.00,1024.51,-0.00,0.00,212.25
4833.36,-0.00,66.64,0.00,-333.29,466.64,0.00
4785.12,-0.00,114.88,0.00,-429.76,514.88,0.00
4607.11,-0.00,292.89,0.00,-785.78,692.89,0.00
5515.79,-615.79,0.00,1031.59,-0.00,0.00,215.79
5041.09,-141.09,0.00,82.18,-0.00,258.91,0.00
5046.43,-146.43,0.00,92.87,-0.00,253.57,0.00
4473.28,-0.00,426.72,0.00,-1053.44,826.72,0.00
4404.25,-0.00,495.75,0.00,-1191.49,895.75,0.00
5464.28,-564.28,0.00,928.56,-0.00,0.00,164.28
5861.62,-961.62,0.00,1723.25,-0.00,0.00,561.62
5490.25,-590.25,0.00,980.50,-0.00,0.00,190.25
5298.09,-398.09,0.00,596.18,-0.00,1.91,0.00
5414.25,-514.25,0.00,828.51,-0.00,0.00,114.25
5080.34,-180.34,0.00,160.68,-0.00,219.66,0.00
4638.56,-0.00,261.44,0.00,-722.87,661.44,0.00
5765.13,-865.13,0.00,1530.26,-0.00,0.00,465.13
4445.21,-0.00,454.79,0.00,-1109.57,854.79,0.00
4259.07,-0.00,640.93,0.00,-1481.86,1040.93,0.00
4740.75,-0.00,159.25,0.00,-518.49,559.25,0.00
4793.93,-0.00,106.07,0.00,-412.14,506.07,0.00
4398.77,-0.00,501.23,0.00,-1202.46,901.23,0.00
4731.61,-0.00,168.39,0.00,-536.77,568.39,0.00
5396.79,-496.79,0.00,793.58,-0.00,0.00,96.79
